quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,fips_state_code,fips_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
1,0,2.27,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8357720,1,23,0,6,9,3,0,4,0,3,1,,7,1,2,4,18,8,59,1,4,2,"",10/1/60,1
2,4.5,0,1.54,2,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8359358,2,27,8,9,9,9,9,6,5,1,12,12,1,1,2,4,40,49,43,1,4,1,10/1/44,10/1/43,1
1,0,4.59,0,,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8364034,3,30,4,5,2,2,3,5,5,1,8,2,1,1,2,1,8,34,13,1,4,1,10/1/68,10/1/67,2
1,0,3.89,0,,16.0 MLOZ,NEAPOLITAN DYNAMITE,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,2.5,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,2.5,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.43,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,3.5,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,3.5,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,3.7,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,3.16,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,3.83,0,0,1,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,3.5,0,0,1,16.0 MLOZ,HEATH CRUNCH,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,3.6,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,2115288,3,30,4,5,1,3,3,6,6,1,1,1,1,3,2,4,12,6,81,1,4,2,10/1/70,10/1/66,1
1,0,2.5,0,,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8364034,3,30,4,5,2,2,3,5,5,1,8,2,1,1,2,1,8,34,13,1,4,1,10/1/68,10/1/67,2
1,0,4.59,0,,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8364034,3,30,4,5,2,2,3,5,5,1,8,2,1,1,2,1,8,34,13,1,4,1,10/1/68,10/1/67,2
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,8364158,3,26,4,5,1,3,1,5,5,1,8,8,1,3,2,3,42,24,31,1,4,2,1/1/70,1/1/66,1
1,0,3.99,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,8364158,3,26,4,5,1,3,1,5,5,1,8,8,1,3,2,3,42,24,31,1,4,2,1/1/70,1/1/66,1
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,8364158,3,26,4,5,1,3,1,5,5,1,8,8,1,3,2,3,42,24,31,1,4,2,1/1/70,1/1/66,1
1,0,4.19,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8364256,2,21,2,3,9,3,3,5,5,3,8,1,8,1,2,3,,47,65,1,4,2,10/1/78,10/1/77,1
1,0,2.5,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8364725,2,17,2,3,9,3,9,4,5,1,11,12,1,2,2,2,,17,107,5,1,3,10/1/80,10/1/76,1
1,0,3.28,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
1,0,3.28,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
1,0,3,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
1,0,3.69,0,,16.0 MLOZ,BLACK & TAN,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
1,0,3.12,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
3,0,9,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
1,0,3.12,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
6,0,15,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8216530,1,11,8,0,9,0,9,0,4,4,12,12,5,4,1,4,,35,1,5,7,2,10/1/44,"",2
1,0,3.99,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8216818,2,27,5,0,3,0,3,0,4,3,2,2,2,1,2,4,13,53,53,1,4,3,10/1/66,"",1
1,3.69,0,0,1,16.0 MLOZ,BANANA SPLIT,REGULAR,8218446,2,26,4,6,9,3,3,5,4,1,4,2,1,2,2,2,19,26,125,1,7,3,1/1/68,10/1/62,1
1,3.3,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8218446,2,26,4,6,9,3,3,5,4,1,4,2,1,2,2,2,19,26,125,1,7,3,1/1/68,10/1/62,1
2,7.38,0,0,1,16.0 MLOZ,HEATH CRUNCH,REGULAR,8218446,2,26,4,6,9,3,3,5,4,1,4,2,1,2,2,2,19,26,125,1,7,3,1/1/68,10/1/62,1
1,2.24,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8219806,4,26,5,3,3,3,3,5,4,1,1,1,1,1,2,3,3,48,201,1,7,1,10/1/67,10/1/73,1
1,0,2.24,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8219806,4,26,5,3,3,3,3,5,4,1,1,1,1,1,2,3,3,48,201,1,7,1,10/1/67,10/1/73,1
1,0,3.43,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,PB CUP,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,3.89,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8309268,5,26,3,5,4,3,3,4,6,1,5,1,1,1,2,2,21,55,131,1,4,1,10/1/74,10/1/67,1
1,0,2.5,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8364725,2,17,2,3,9,3,9,4,5,1,11,12,1,2,2,2,,17,107,5,1,3,10/1/80,10/1/76,1
1,0,3.43,0,,16.0 MLOZ,TURTLE SOUP,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
1,2.28,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
1,3.33,0,0,1,16.0 MLOZ,TURTLE SOUP,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
1,0,4.99,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
1,2.75,0,0,1,16.0 MLOZ,TURTLE SOUP,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
1,2.27,0,0,1,16.0 MLOZ,TURTLE SOUP,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
2,0,6.08,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,2115319,2,30,6,6,9,3,3,6,6,4,2,2,3,1,1,4,12,6,85,1,4,1,10/1/60,10/1/62,1
2,0,6.08,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,2115319,2,30,6,6,9,3,3,6,6,4,2,2,3,1,1,4,12,6,85,1,4,1,10/1/60,10/1/62,1
2,6,0,0,1,16.0 MLOZ,BROWNIE BATTER,REGULAR,2115319,2,30,6,6,9,3,3,6,6,4,2,2,3,1,1,4,12,6,85,1,4,1,10/1/60,10/1/62,1
1,2.5,0,0,1,16.0 MLOZ,CHC CHIP C-DH,REGULAR,2115405,4,26,5,5,2,3,3,3,5,4,5,1,3,1,1,4,7,6,37,1,1,2,10/1/65,10/1/63,1
1,3.5,0,0,1,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,3.5,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,3.5,0,0,1,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,2.24,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8219806,4,26,5,3,3,3,3,5,4,1,1,1,1,1,2,3,3,48,201,1,7,1,10/1/67,10/1/73,1
1,3.36,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8220063,2,15,9,9,9,9,9,1,3,1,12,12,1,1,2,1,1,44,7,1,4,2,10/1/27,10/1/24,2
1,0,3.12,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8220419,2,18,8,8,9,9,3,4,3,1,12,3,1,1,2,2,,27,109,7,7,3,1/1/45,10/1/47,1
1,2.19,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8221546,4,26,5,5,6,3,9,5,5,1,2,12,1,1,2,3,39,37,183,1,4,1,10/1/66,10/1/66,1
1,2.19,0,0,1,16.0 MLOZ,HEATH CRUNCH,REGULAR,8221546,4,26,5,5,6,3,9,5,5,1,2,12,1,1,2,3,39,37,183,1,4,1,10/1/66,10/1/66,1
1,2.19,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8221546,4,26,5,5,6,3,9,5,5,1,2,12,1,1,2,3,39,37,183,1,4,1,10/1/66,10/1/66,1
1,3.4,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8222597,3,27,4,5,2,3,3,3,4,1,9,5,1,1,2,3,,13,257,1,4,1,10/1/68,10/1/65,1
1,2.5,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
3,6.99,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,3.49,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,2.5,0,0,1,16.0 MLOZ,FOSSIL FUEL,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,2.19,0,0,1,16.0 MLOZ,BANANA SPLIT,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,3.49,0,0,1,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,2.19,0,0,1,16.0 MLOZ,CHUBBY HUBBY,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
2,4.54,0,0.5,3,16.0 MLOZ,TURTLE SOUP,REGULAR,8365012,7,27,5,7,6,9,3,3,4,1,12,6,1,1,2,2,41,39,91,1,4,3,10/1/65,10/1/57,1
2,7,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8366229,4,21,5,5,2,2,1,3,4,1,5,8,1,1,2,4,7,6,37,1,1,1,10/1/64,10/1/67,2
2,7.5,0,0.5,3,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8366229,4,21,5,5,2,2,1,3,4,1,5,8,1,1,2,4,7,6,37,1,1,1,10/1/64,10/1/67,2
1,0,3.35,0,,16.0 MLOZ,VERMONTY PYTHON,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.44,0,,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.43,0,,16.0 MLOZ,BROWNIE BATTER,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.12,0,,16.0 MLOZ,HALF BAKED,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
2,0,6,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
2,0,6,0,,16.0 MLOZ,HALF BAKED,REGULAR,30057341,5,15,5,5,6,3,9,3,5,1,6,12,1,1,2,2,,26,157,1,1,1,10/1/67,10/1/65,1
1,0,3,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30059161,4,23,7,6,6,3,1,3,3,1,6,6,1,1,2,2,,19,11,1,4,3,1/1/57,10/1/62,1
1,0,3.99,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30061558,2,26,7,8,9,3,1,5,3,1,5,1,1,1,2,1,,42,99,1,4,1,1/1/53,1/1/50,1
1,0,3.12,0,,16.0 MLOZ,HALF BAKED,REGULAR,30061619,3,26,3,4,1,3,9,4,4,1,7,12,1,1,2,1,,33,9,1,4,2,10/1/77,10/1/71,1
1,0,2.99,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30062220,1,17,7,0,9,0,1,0,3,3,4,4,5,1,2,2,21,55,133,5,4,3,10/1/53,"",1
1,3.5,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8222597,3,27,4,5,2,3,3,3,4,1,9,5,1,1,2,3,,13,257,1,4,1,10/1/68,10/1/65,1
1,3.45,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8222597,3,27,4,5,2,3,3,3,4,1,9,5,1,1,2,3,,13,257,1,4,1,10/1/68,10/1/65,1
1,0,3.5,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8222597,3,27,4,5,2,3,3,3,4,1,9,5,1,1,2,3,,13,257,1,4,1,10/1/68,10/1/65,1
1,3.5,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8222597,3,27,4,5,2,3,3,3,4,1,9,5,1,1,2,3,,13,257,1,4,1,10/1/68,10/1/65,1
1,3.5,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8222597,3,27,4,5,2,3,3,3,4,1,9,5,1,1,2,3,,13,257,1,4,1,10/1/68,10/1/65,1
2,7.66,0,0,1,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8223153,2,21,6,5,9,3,3,5,5,1,1,3,1,1,2,4,13,53,33,2,7,2,1/1/59,10/1/65,2
2,7,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8223153,2,21,6,5,9,3,3,5,5,1,1,3,1,1,2,4,13,53,33,2,7,2,1/1/59,10/1/65,2
1,3.49,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,3.23,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,2.19,0,0,1,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,3.4,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8309299,3,27,8,7,9,3,3,4,6,1,4,1,1,3,2,2,19,26,163,1,4,3,10/1/46,10/1/55,1
1,0,4.39,0,,16.0 MLOZ,NEAPOLITAN DYNAMITE,REGULAR,8309412,4,26,5,4,2,3,3,4,3,1,11,11,1,1,2,4,50,6,99,1,4,1,10/1/66,10/1/68,1
1,3,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8309498,2,15,9,9,9,9,9,4,4,1,12,12,1,1,2,4,,6,79,1,4,2,10/1/28,10/1/28,1
4,15.96,0,3,3,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8311287,2,21,9,9,9,9,9,4,4,1,12,12,1,1,2,4,7,6,65,1,4,1,1/1/41,10/1/40,1
1,0,3.35,0,,16.0 MLOZ,VERMONTY PYTHON,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.35,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.4,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.43,0,,16.0 MLOZ,BROWNIE BATTER,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.4,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8366623,2,11,8,5,9,9,9,3,3,3,12,12,8,1,2,2,,46,99,6,4,3,10/1/44,10/1/66,1
1,0,3.54,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8367015,5,27,6,6,3,3,1,6,5,1,1,4,1,1,2,4,18,8,59,1,4,2,10/1/60,1/1/59,1
1,0,3.49,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,4.13,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,0,3.5,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,3.5,0,0,1,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
1,3.5,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2118234,3,21,3,8,9,9,3,5,6,4,12,1,3,4,2,1,9,36,61,6,1,3,10/1/76,10/1/45,2
2,6.56,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,2118547,3,27,6,6,3,3,9,6,5,1,2,12,1,1,2,3,51,48,453,1,4,3,1/1/60,1/1/58,1
1,0,3.99,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2118547,3,27,6,6,3,3,9,6,5,1,2,12,1,1,2,3,51,48,453,1,4,3,1/1/60,1/1/58,1
1,0,3.69,0,,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8224427,3,13,6,0,9,0,3,0,3,3,4,4,2,1,2,2,22,27,3,7,1,2,10/1/59,"",2
1,0,3.69,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8224427,3,13,6,0,9,0,3,0,3,3,4,4,2,1,2,2,22,27,3,7,1,2,10/1/59,"",2
1,0,2.89,0,,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8224427,3,13,6,0,9,0,3,0,3,3,4,4,2,1,2,2,22,27,3,7,1,2,10/1/59,"",2
1,0,2.49,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8224427,3,13,6,0,9,0,3,0,3,3,4,4,2,1,2,2,22,27,3,7,1,2,10/1/59,"",2
1,0,3.69,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8224427,3,13,6,0,9,0,3,0,3,3,4,4,2,1,2,2,22,27,3,7,1,2,10/1/59,"",2
1,0,2.5,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8228021,2,13,9,0,9,0,1,0,4,2,3,3,2,1,2,3,44,45,57,1,1,1,10/1/32,"",2
1,0,4.29,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8228021,2,13,9,0,9,0,1,0,4,2,3,3,2,1,2,3,44,45,57,1,1,1,10/1/32,"",2
1,0,4.38,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8311516,3,26,8,7,9,3,3,6,6,1,2,2,1,1,2,3,39,37,63,1,4,2,10/1/49,10/1/56,1
1,0,3.29,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8311516,3,26,8,7,9,3,3,6,6,1,2,2,1,1,2,3,39,37,63,1,4,2,10/1/49,10/1/56,1
1,3.5,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8311516,3,26,8,7,9,3,3,6,6,1,2,2,1,1,2,3,39,37,63,1,4,2,10/1/49,10/1/56,1
1,0,3.17,0,,16.0 MLOZ,HALF BAKED,REGULAR,8311643,1,27,3,0,9,0,3,0,6,4,1,1,5,2,2,3,42,24,31,6,4,3,1/1/73,"",1
1,0,4.25,0,,16.0 MLOZ,CREME BRULEE,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,3.5,0,3,2,16.0 MLOZ,W-N-C-P-C,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,3.4,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,0,3.59,0,,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,8367015,5,27,6,6,3,3,1,6,5,1,1,4,1,1,2,4,18,8,59,1,4,2,10/1/60,1/1/59,1
1,0,3.12,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8368316,6,21,5,5,3,3,1,4,3,1,3,1,1,1,1,4,,53,25,1,4,1,10/1/66,10/1/65,1
1,0,3.06,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8369284,4,18,5,5,2,3,3,5,6,1,5,1,1,1,2,1,32,36,29,1,1,2,10/1/67,10/1/66,2
1,0,3.19,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8369284,4,18,5,5,2,3,3,5,6,1,5,1,1,1,2,1,32,36,29,1,1,2,10/1/67,10/1/66,2
1,2.49,0,0,1,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8369284,4,18,5,5,2,3,3,5,6,1,5,1,1,1,2,1,32,36,29,1,1,2,10/1/67,10/1/66,2
1,0,3.19,0,,16.0 MLOZ,HALF BAKED,REGULAR,8369284,4,18,5,5,2,3,3,5,6,1,5,1,1,1,2,1,32,36,29,1,1,2,10/1/67,10/1/66,2
